"id_tarifa","id_region","mes","base","intermedia","punta"
1,44,"ENERO",1.0702,1.9081,2.1752
2,38,"ENERO",1.0702,1.9081,2.1752
3,47,"ENERO",1.0702,1.9081,2.1752
4,42,"ENERO",1.0702,1.9081,2.1752
5,41,"ENERO",1.0702,1.9081,2.1752
6,51,"ENERO",0.6168,0.9631,1.3033
7,50,"ENERO",0.6168,0.9631,1.3033
8,49,"ENERO",0.6168,0.9631,1.3033
9,48,"ENERO",0.6168,0.9631,1.3033
10,52,"ENERO",0.6168,0.9631,1.3033
11,53,"ENERO",2.1348,2.7131,3.823
12,54,"ENERO",2.1348,2.7131,3.823
13,55,"ENERO",2.1348,2.7131,3.823
14,57,"ENERO",2.1348,2.7131,3.823
15,56,"ENERO",2.1348,2.7131,3.823
16,59,"ENERO",1.2534,2.1166,2.3629
17,58,"ENERO",1.2534,2.1166,2.3629
18,62,"ENERO",1.2534,2.1166,2.3629
19,63,"ENERO",1.2534,2.1166,2.3629
20,66,"ENERO",1.0251,1.7863,2.0047
21,1524,"ENERO",1.0251,1.7863,2.0047
22,1241,"ENERO",1.0251,1.7863,2.0047
23,1731,"ENERO",1.0251,1.7863,2.0047
24,1242,"ENERO",1.0251,1.7863,2.0047
25,84,"ENERO",1.0251,1.7863,2.0047
26,147,"ENERO",1.0362,1.6532,1.9362
27,168,"ENERO",1.0362,1.6532,1.9362
28,165,"ENERO",1.0362,1.6532,1.9362
29,156,"ENERO",1.0362,1.6532,1.9362
30,1723,"ENERO",1.0362,1.6532,1.9362
31,177,"ENERO",1.1246,1.8632,2.1772
32,179,"ENERO",1.1246,1.8632,2.1772
33,181,"ENERO",1.1216,1.8501,2.1644
34,181,"ENERO",1.1246,1.8632,2.1772
35,184,"ENERO",1.1328,1.874,2.1931
36,171,"ENERO",1.1328,1.874,2.1931
37,193,"ENERO",1.0358,1.6131,1.7514
38,212,"ENERO",1.0702,1.9081,2.1752
39,213,"ENERO",1.0358,1.6131,1.7514
40,185,"ENERO",1.0362,1.6532,1.9362
41,219,"ENERO",1.0358,1.6131,1.7514
42,231,"ENERO",1.0679,1.9107,2.1531
43,224,"ENERO",1.0679,1.9107,2.1531
44,223,"ENERO",1.0679,1.9107,2.1531
45,228,"ENERO",1.0679,1.9107,2.1531
46,232,"ENERO",1.0679,1.9107,2.1531
47,254,"ENERO",1.0362,1.6532,1.9362
48,262,"ENERO",1.0362,1.6532,1.9362
49,248,"ENERO",1.0362,1.6532,1.9362
50,261,"ENERO",1.0362,1.6532,1.9362
51,240,"ENERO",1.0362,1.6532,1.9362
52,1996,"ENERO",0.9788,1.7355,1.9656
53,1257,"ENERO",1.1328,1.874,2.1931
54,1349,"ENERO",0.9788,1.7355,1.9656
55,1252,"ENERO",1.1328,1.874,2.1931
56,1352,"ENERO",0.9788,1.7355,1.9656
57,340,"ENERO",1.0702,1.9081,2.1752
58,328,"ENERO",1.0702,1.9081,2.1752
59,362,"ENERO",1.0702,1.9081,2.1752
60,355,"ENERO",1.0702,1.9081,2.1752
61,371,"ENERO",1.0702,1.9081,2.1752
62,390,"ENERO",0.9788,1.7355,1.9656
63,414,"ENERO",0.9788,1.7355,1.9656
64,374,"ENERO",1.0652,1.9116,2.1588
65,375,"ENERO",0.9788,1.7355,1.9656
66,380,"ENERO",0.9788,1.7355,1.9656
67,408,"ENERO",0.9788,1.7355,1.9656
68,443,"ENERO",1.0652,1.9116,2.1588
69,442,"ENERO",1.0652,1.9116,2.1588
70,471,"ENERO",1.0144,1.722,1.997
71,1548,"ENERO",1.0144,1.722,1.997
72,1284,"ENERO",1.0144,1.722,1.997
73,1606,"ENERO",1.0283,1.8428,2.0747
74,543,"ENERO",1.0283,1.8428,2.0747
75,1904,"ENERO",1.0283,1.8428,2.0747
76,1292,"ENERO",1.0283,1.8428,2.0747
77,514,"ENERO",1.0283,1.8428,2.0747
78,1574,"ENERO",1.0679,1.9107,2.1531
79,565,"ENERO",1.0679,1.9107,2.1531
80,555,"ENERO",1.0679,1.9107,2.1531
81,1621,"ENERO",1.0679,1.9107,2.1531
82,550,"ENERO",1.0679,1.9107,2.1531
83,616,"ENERO",0.9788,1.7355,1.9656
84,608,"ENERO",0.9788,1.7355,1.9656
85,615,"ENERO",0.9788,1.7355,1.9656
86,605,"ENERO",0.9788,1.7355,1.9656
87,610,"ENERO",0.9788,1.7355,1.9656
88,651,"ENERO",1.0283,1.8428,2.0747
89,653,"ENERO",1.0283,1.8428,2.0747
90,654,"ENERO",1.0283,1.8428,2.0747
91,645,"ENERO",1.0283,1.8428,2.0747
92,657,"ENERO",1.0283,1.8428,2.0747
93,670,"ENERO",1.0358,1.6131,1.7514
94,665,"ENERO",1.0358,1.6131,1.7514
95,688,"ENERO",1.0358,1.6131,1.7514
96,681,"ENERO",1.0358,1.6131,1.7514
97,671,"ENERO",1.0358,1.6131,1.7514
98,2069,"ENERO",1.0251,1.7863,2.0047
99,2249,"ENERO",1.0251,1.7863,2.0047
100,738,"ENERO",1.0251,1.7863,2.0047
101,1807,"ENERO",1.0251,1.7863,2.0047
102,2442,"ENERO",1.0251,1.7863,2.0047
103,809,"ENERO",1.0652,1.9116,2.1588
104,2505,"ENERO",1.0652,1.9116,2.1588
105,1671,"ENERO",1.0652,1.9116,2.1588
106,1440,"ENERO",0.9415,1.6626,1.8689
107,2495,"ENERO",0.9415,1.6626,1.8689
108,828,"ENERO",1.0702,1.9081,2.1752
109,815,"ENERO",1.0144,1.722,1.997
110,819,"ENERO",1.0702,1.9081,2.1752
111,823,"ENERO",1.0144,1.722,1.997
112,818,"ENERO",1.0702,1.9081,2.1752
113,841,"ENERO",1.2534,2.1166,2.3629
114,840,"ENERO",1.2534,2.1166,2.3629
115,835,"ENERO",1.2534,2.1166,2.3629
116,831,"ENERO",1.2534,2.1166,2.3629
117,838,"ENERO",1.2534,2.1166,2.3629
118,871,"ENERO",1.0144,1.722,1.997
119,1677,"ENERO",1.0144,1.722,1.997
120,845,"ENERO",1.0144,1.722,1.997
121,853,"ENERO",1.0144,1.722,1.997
122,878,"ENERO",1.0144,1.722,1.997
123,899,"ENERO",0.9831,1.5814,1.7539
124,901,"ENERO",0.9831,1.5814,1.7539
125,894,"ENERO",0.9831,1.5814,1.7539
126,893,"ENERO",0.9831,1.5814,1.7539
127,908,"ENERO",0.9831,1.5814,1.7539
128,956,"ENERO",0.9831,1.5814,1.7539
129,946,"ENERO",0.9831,1.5814,1.7539
130,915,"ENERO",0.9831,1.5814,1.7539
131,1681,"ENERO",0.9831,1.5814,1.7539
132,955,"ENERO",0.9831,1.5814,1.7539
133,969,"ENERO",1.0251,1.7863,2.0047
134,967,"ENERO",1.0251,1.7863,2.0047
135,978,"ENERO",1.0251,1.7863,2.0047
136,968,"ENERO",1.0251,1.7863,2.0047
137,970,"ENERO",1.0251,1.7863,2.0047
138,990,"ENERO",1.0144,1.722,1.997
139,1019,"ENERO",1.0144,1.722,1.997
140,980,"ENERO",1.0144,1.722,1.997
141,1014,"ENERO",1.0144,1.722,1.997
142,989,"ENERO",1.0144,1.722,1.997
143,1863,"ENERO",1.0652,1.9116,2.1588
144,1039,"ENERO",1.0652,1.9116,2.1588
145,1864,"ENERO",1.0652,1.9116,2.1588
146,1071,"ENERO",1.0652,1.9116,2.1588
147,1070,"ENERO",1.0652,1.9116,2.1588
148,1080,"ENERO",0.9415,1.6626,1.8689
149,1109,"ENERO",0.9415,1.6626,1.8689
150,1881,"ENERO",0.9415,1.6626,1.8689
151,2603,"ENERO",0.9415,1.6626,1.8689
152,2584,"ENERO",0.9415,1.6626,1.8689
153,1166,"ENERO",1.2534,2.1166,2.3629
154,1709,"ENERO",1.2534,2.1166,2.3629
155,2676,"ENERO",1.2534,2.1166,2.3629
156,1515,"ENERO",1.2534,2.1166,2.3629
157,2667,"ENERO",1.2534,2.1166,2.3629
158,1224,"ENERO",1.0702,1.9081,2.1752
159,1223,"ENERO",1.0702,1.9081,2.1752
160,1197,"ENERO",1.0702,1.9081,2.1752
161,1213,"ENERO",1.0702,1.9081,2.1752
162,1214,"ENERO",1.0283,1.8428,2.0747
163,1196,"ENERO",1.0702,1.9081,2.1752
164,46,"FEBRERO",1.0753,1.918,2.1867
165,45,"FEBRERO",1.0753,1.918,2.1867
166,43,"FEBRERO",1.0753,1.918,2.1867
167,37,"FEBRERO",1.0753,1.918,2.1867
168,44,"FEBRERO",1.0753,1.918,2.1867
169,51,"FEBRERO",0.6193,0.9676,1.3098
170,50,"FEBRERO",0.6193,0.9676,1.3098
171,49,"FEBRERO",0.6193,0.9676,1.3098
172,48,"FEBRERO",0.6193,0.9676,1.3098
173,52,"FEBRERO",0.6193,0.9676,1.3098
174,53,"FEBRERO",2.146,2.7277,3.844
175,54,"FEBRERO",2.146,2.7277,3.844
176,55,"FEBRERO",2.146,2.7277,3.844
177,57,"FEBRERO",2.146,2.7277,3.844
178,56,"FEBRERO",2.146,2.7277,3.844
179,59,"FEBRERO",1.2596,2.1277,2.3755
180,60,"FEBRERO",1.2596,2.1277,2.3755
181,62,"FEBRERO",1.2596,2.1277,2.3755
182,61,"FEBRERO",1.2596,2.1277,2.3755
183,68,"FEBRERO",1.2596,2.1277,2.3755
184,1581,"FEBRERO",1.03,1.7956,2.0152
185,1776,"FEBRERO",1.03,1.7956,2.0152
186,1529,"FEBRERO",1.03,1.7956,2.0152
187,86,"FEBRERO",1.03,1.7956,2.0152
188,1237,"FEBRERO",1.03,1.7956,2.0152
189,1723,"FEBRERO",1.0411,1.6617,1.9463
190,137,"FEBRERO",1.0411,1.6617,1.9463
191,139,"FEBRERO",1.0411,1.6617,1.9463
192,129,"FEBRERO",1.0411,1.6617,1.9463
193,141,"FEBRERO",1.0411,1.6617,1.9463
194,184,"FEBRERO",1.1382,1.8838,2.2047
195,171,"FEBRERO",1.1382,1.8838,2.2047
196,178,"FEBRERO",1.13,1.8728,2.1887
197,174,"FEBRERO",1.1382,1.8838,2.2047
198,179,"FEBRERO",1.13,1.8728,2.1887
199,188,"FEBRERO",1.0407,1.6213,1.7604
200,222,"FEBRERO",1.0407,1.6213,1.7604
201,193,"FEBRERO",1.0407,1.6213,1.7604
202,205,"FEBRERO",1.0407,1.6213,1.7604
203,218,"FEBRERO",1.0407,1.6213,1.7604
204,226,"FEBRERO",1.073,1.9207,2.1645
205,225,"FEBRERO",1.073,1.9207,2.1645
206,223,"FEBRERO",1.073,1.9207,2.1645
207,231,"FEBRERO",1.073,1.9207,2.1645
208,228,"FEBRERO",1.073,1.9207,2.1645
209,240,"FEBRERO",1.0411,1.6617,1.9463
210,265,"FEBRERO",1.0411,1.6617,1.9463
211,234,"FEBRERO",1.0411,1.6617,1.9463
212,248,"FEBRERO",1.0411,1.6617,1.9463
213,239,"FEBRERO",1.0411,1.6617,1.9463
214,297,"FEBRERO",1.1382,1.8838,2.2047
215,289,"FEBRERO",0.9834,1.7445,1.9759
216,1266,"FEBRERO",0.9834,1.7445,1.9759
217,296,"FEBRERO",1.1269,1.8598,2.1758
218,1992,"FEBRERO",1.1269,1.8598,2.1758
219,353,"FEBRERO",1.0753,1.918,2.1867
220,363,"FEBRERO",1.0753,1.918,2.1867
221,339,"FEBRERO",1.0753,1.918,2.1867
222,368,"FEBRERO",1.0753,1.918,2.1867
223,362,"FEBRERO",1.0753,1.918,2.1867
224,396,"FEBRERO",1.073,1.9207,2.1645
225,397,"FEBRERO",0.9834,1.7445,1.9759
226,1360,"FEBRERO",0.9834,1.7445,1.9759
227,414,"FEBRERO",0.9834,1.7445,1.9759
228,385,"FEBRERO",0.9834,1.7445,1.9759
229,383,"FEBRERO",0.9834,1.7445,1.9759
230,474,"FEBRERO",1.0753,1.918,2.1867
231,1788,"FEBRERO",1.0192,1.7309,2.0075
232,436,"FEBRERO",1.0753,1.918,2.1867
233,437,"FEBRERO",1.0703,1.9216,2.1702
234,1549,"FEBRERO",1.0703,1.9216,2.1702
235,479,"FEBRERO",1.0703,1.9216,2.1702
236,541,"FEBRERO",1.0332,1.8524,2.0856
237,1796,"FEBRERO",1.0332,1.8524,2.0856
238,1375,"FEBRERO",1.073,1.9207,2.1645
239,1376,"FEBRERO",1.073,1.9207,2.1645
240,520,"FEBRERO",1.073,1.9207,2.1645
241,521,"FEBRERO",1.073,1.9207,2.1645
242,1563,"FEBRERO",1.0332,1.8524,2.0856
243,588,"FEBRERO",1.073,1.9207,2.1645
244,596,"FEBRERO",1.073,1.9207,2.1645
245,2036,"FEBRERO",1.073,1.9207,2.1645
246,1386,"FEBRERO",1.073,1.9207,2.1645
247,595,"FEBRERO",1.073,1.9207,2.1645
248,632,"FEBRERO",0.9834,1.7445,1.9759
249,621,"FEBRERO",0.9834,1.7445,1.9759
250,631,"FEBRERO",0.9834,1.7445,1.9759
251,617,"FEBRERO",0.9834,1.7445,1.9759
252,620,"FEBRERO",0.9834,1.7445,1.9759
253,641,"FEBRERO",1.0332,1.8524,2.0856
254,648,"FEBRERO",1.0332,1.8524,2.0856
255,640,"FEBRERO",1.0332,1.8524,2.0856
256,649,"FEBRERO",1.0332,1.8524,2.0856
257,656,"FEBRERO",1.0332,1.8524,2.0856
258,667,"FEBRERO",1.0407,1.6213,1.7604
259,697,"FEBRERO",1.0407,1.6213,1.7604
260,661,"FEBRERO",1.0407,1.6213,1.7604
261,660,"FEBRERO",1.0407,1.6213,1.7604
262,670,"FEBRERO",1.0407,1.6213,1.7604
263,2170,"FEBRERO",1.03,1.7956,2.0152
264,2204,"FEBRERO",1.03,1.7956,2.0152
265,2053,"FEBRERO",1.03,1.7956,2.0152
266,2314,"FEBRERO",1.03,1.7956,2.0152
267,2389,"FEBRERO",1.03,1.7956,2.0152
268,2568,"FEBRERO",1.0703,1.9216,2.1702
269,2569,"FEBRERO",0.9459,1.6712,1.8786
270,809,"FEBRERO",1.0703,1.9216,2.1702
271,781,"FEBRERO",1.0703,1.9216,2.1702
272,1455,"FEBRERO",1.0703,1.9216,2.1702
273,1456,"FEBRERO",0.9459,1.6712,1.8786
274,1854,"FEBRERO",1.0703,1.9216,2.1702
275,1855,"FEBRERO",0.9459,1.6712,1.8786
276,820,"FEBRERO",1.0753,1.918,2.1867
277,825,"FEBRERO",1.0753,1.918,2.1867
278,815,"FEBRERO",1.0192,1.7309,2.0075
279,826,"FEBRERO",1.0753,1.918,2.1867
280,813,"FEBRERO",1.0753,1.918,2.1867
281,836,"FEBRERO",1.2596,2.1277,2.3755
282,841,"FEBRERO",1.2596,2.1277,2.3755
283,835,"FEBRERO",1.2596,2.1277,2.3755
284,840,"FEBRERO",1.2596,2.1277,2.3755
285,837,"FEBRERO",1.2596,2.1277,2.3755
286,1676,"FEBRERO",1.0753,1.918,2.1867
287,871,"FEBRERO",1.0192,1.7309,2.0075
288,870,"FEBRERO",1.0192,1.7309,2.0075
289,1461,"FEBRERO",1.0192,1.7309,2.0075
290,882,"FEBRERO",1.0192,1.7309,2.0075
291,910,"FEBRERO",0.9877,1.5894,1.763
292,895,"FEBRERO",0.9877,1.5894,1.763
293,896,"FEBRERO",1.0332,1.8524,2.0856
294,897,"FEBRERO",0.9877,1.5894,1.763
295,898,"FEBRERO",0.9877,1.5894,1.763
296,894,"FEBRERO",0.9877,1.5894,1.763
297,951,"FEBRERO",0.9877,1.5894,1.763
298,933,"FEBRERO",0.9877,1.5894,1.763
299,1466,"FEBRERO",0.9877,1.5894,1.763
300,942,"FEBRERO",0.9877,1.5894,1.763
301,1463,"FEBRERO",0.9877,1.5894,1.763
302,970,"FEBRERO",1.03,1.7956,2.0152
303,968,"FEBRERO",1.03,1.7956,2.0152
304,976,"FEBRERO",1.03,1.7956,2.0152
305,969,"FEBRERO",1.03,1.7956,2.0152
306,961,"FEBRERO",1.03,1.7956,2.0152
307,993,"FEBRERO",1.0192,1.7309,2.0075
308,1001,"FEBRERO",1.0192,1.7309,2.0075
309,982,"FEBRERO",1.0192,1.7309,2.0075
310,981,"FEBRERO",1.0192,1.7309,2.0075
311,995,"FEBRERO",1.0192,1.7309,2.0075
312,1058,"FEBRERO",1.0703,1.9216,2.1702
313,1057,"FEBRERO",1.0703,1.9216,2.1702
314,1059,"FEBRERO",1.0703,1.9216,2.1702
315,1026,"FEBRERO",1.0703,1.9216,2.1702
316,1044,"FEBRERO",1.0703,1.9216,2.1702
317,2623,"FEBRERO",0.9459,1.6712,1.8786
318,1870,"FEBRERO",0.9459,1.6712,1.8786
319,1704,"FEBRERO",0.9459,1.6712,1.8786
320,2600,"FEBRERO",0.9459,1.6712,1.8786
321,2594,"FEBRERO",0.9459,1.6712,1.8786
322,1888,"FEBRERO",1.2596,2.1277,2.3755
323,2673,"FEBRERO",1.2596,2.1277,2.3755
324,2668,"FEBRERO",1.2596,2.1277,2.3755
325,1128,"FEBRERO",1.2596,2.1277,2.3755
326,1142,"FEBRERO",1.2596,2.1277,2.3755
327,1183,"FEBRERO",1.0753,1.918,2.1867
328,1222,"FEBRERO",1.0753,1.918,2.1867
329,1187,"FEBRERO",1.0753,1.918,2.1867
330,1209,"FEBRERO",1.0753,1.918,2.1867
331,1178,"FEBRERO",1.0753,1.918,2.1867
332,37,"MARZO",1.0865,1.9398,2.2119
333,38,"MARZO",1.0865,1.9398,2.2119
334,47,"MARZO",1.0865,1.9398,2.2119
335,41,"MARZO",1.0865,1.9398,2.2119
336,45,"MARZO",1.0865,1.9398,2.2119
337,51,"MARZO",0.6247,0.9774,1.3239
338,50,"MARZO",0.6247,0.9774,1.3239
339,49,"MARZO",0.6247,0.9774,1.3239
340,48,"MARZO",0.6247,0.9774,1.3239
341,52,"MARZO",0.6247,0.9774,1.3239
342,53,"MARZO",2.1707,2.7598,3.8901
343,54,"MARZO",2.1707,2.7598,3.8901
344,55,"MARZO",2.1707,2.7598,3.8901
345,57,"MARZO",2.1707,2.7598,3.8901
346,56,"MARZO",2.1707,2.7598,3.8901
347,65,"MARZO",1.2731,2.1522,2.4031
348,59,"MARZO",1.2731,2.1522,2.4031
349,58,"MARZO",1.2731,2.1522,2.4031
350,68,"MARZO",1.2731,2.1522,2.4031
351,62,"MARZO",1.2731,2.1522,2.4031
352,1241,"MARZO",1.0406,1.8158,2.0382
353,94,"MARZO",1.0406,1.8158,2.0382
354,1729,"MARZO",1.0406,1.8158,2.0382
355,1734,"MARZO",1.0406,1.8158,2.0382
356,1320,"MARZO",1.0406,1.8158,2.0382
357,165,"MARZO",1.0518,1.6803,1.9685
358,139,"MARZO",1.0518,1.6803,1.9685
359,1722,"MARZO",1.0518,1.6803,1.9685
360,157,"MARZO",1.0518,1.6803,1.9685
361,1322,"MARZO",1.0518,1.6803,1.9685
362,181,"MARZO",1.1388,1.8808,2.2009
363,181,"MARZO",1.1419,1.8941,2.2139
364,174,"MARZO",1.1502,1.9052,2.2301
365,169,"MARZO",1.1419,1.8941,2.2139
366,184,"MARZO",1.1502,1.9052,2.2301
367,183,"MARZO",1.1502,1.9052,2.2301
368,195,"MARZO",1.0515,1.6394,1.7803
369,200,"MARZO",1.0515,1.6394,1.7803
370,206,"MARZO",1.0515,1.6394,1.7803
371,185,"MARZO",1.0518,1.6803,1.9685
372,190,"MARZO",1.0515,1.6394,1.7803
373,228,"MARZO",1.0841,1.9425,2.1894
374,230,"MARZO",1.0841,1.9425,2.1894
375,224,"MARZO",1.0841,1.9425,2.1894
376,232,"MARZO",1.0841,1.9425,2.1894
377,223,"MARZO",1.0841,1.9425,2.1894
378,266,"MARZO",1.0518,1.6803,1.9685
379,245,"MARZO",1.0518,1.6803,1.9685
380,260,"MARZO",1.0518,1.6803,1.9685
381,264,"MARZO",1.0518,1.6803,1.9685
382,243,"MARZO",1.0518,1.6803,1.9685
383,1588,"MARZO",1.1502,1.9052,2.2301
384,1356,"MARZO",1.1502,1.9052,2.2301
385,1539,"MARZO",1.1388,1.8808,2.2009
386,300,"MARZO",1.1502,1.9052,2.2301
387,312,"MARZO",1.1388,1.8808,2.2009
388,331,"MARZO",1.0865,1.9398,2.2119
389,334,"MARZO",1.0865,1.9398,2.2119
390,368,"MARZO",1.0865,1.9398,2.2119
391,323,"MARZO",1.0865,1.9398,2.2119
392,329,"MARZO",1.0865,1.9398,2.2119
393,417,"MARZO",0.9934,1.7641,1.9985
394,1268,"MARZO",0.9934,1.7641,1.9985
395,1361,"MARZO",0.9934,1.7641,1.9985
396,1546,"MARZO",0.9934,1.7641,1.9985
397,1783,"MARZO",0.9934,1.7641,1.9985
398,1601,"MARZO",1.0865,1.9398,2.2119
399,1363,"MARZO",1.0865,1.9398,2.2119
400,474,"MARZO",1.0865,1.9398,2.2119
401,1286,"MARZO",1.0865,1.9398,2.2119
402,1283,"MARZO",1.0814,1.9435,2.1952
403,499,"MARZO",1.0865,1.9398,2.2119
404,500,"MARZO",1.0841,1.9425,2.1894
405,538,"MARZO",1.0438,1.8734,2.1095
406,1296,"MARZO",1.0865,1.9398,2.2119
407,1796,"MARZO",1.0438,1.8734,2.1095
408,544,"MARZO",1.0438,1.8734,2.1095
409,584,"MARZO",1.0841,1.9425,2.1894
410,1407,"MARZO",1.0841,1.9425,2.1894
411,2035,"MARZO",1.0841,1.9425,2.1894
412,563,"MARZO",1.0841,1.9425,2.1894
413,2029,"MARZO",1.0841,1.9425,2.1894
414,621,"MARZO",0.9934,1.7641,1.9985
415,629,"MARZO",0.9934,1.7641,1.9985
416,637,"MARZO",0.9934,1.7641,1.9985
417,622,"MARZO",0.9934,1.7641,1.9985
418,613,"MARZO",0.9934,1.7641,1.9985
419,641,"MARZO",1.0438,1.8734,2.1095
420,652,"MARZO",1.0438,1.8734,2.1095
421,639,"MARZO",1.0438,1.8734,2.1095
422,643,"MARZO",1.0438,1.8734,2.1095
423,653,"MARZO",1.0438,1.8734,2.1095
424,707,"MARZO",1.0515,1.6394,1.7803
425,683,"MARZO",1.0515,1.6394,1.7803
426,696,"MARZO",1.0515,1.6394,1.7803
427,676,"MARZO",1.0515,1.6394,1.7803
428,680,"MARZO",1.0515,1.6394,1.7803
429,2164,"MARZO",1.0406,1.8158,2.0382
430,1919,"MARZO",1.0406,1.8158,2.0382
431,2405,"MARZO",1.0406,1.8158,2.0382
432,2207,"MARZO",0.9554,1.6899,1.8999
433,2326,"MARZO",1.0406,1.8158,2.0382
434,1445,"MARZO",1.0814,1.9435,2.1952
435,767,"MARZO",1.0814,1.9435,2.1952
436,1673,"MARZO",0.9554,1.6899,1.8999
437,2515,"MARZO",0.9554,1.6899,1.8999
438,1848,"MARZO",1.0814,1.9435,2.1952
439,825,"MARZO",1.0865,1.9398,2.2119
440,822,"MARZO",1.0865,1.9398,2.2119
441,826,"MARZO",1.0865,1.9398,2.2119
442,814,"MARZO",1.0865,1.9398,2.2119
443,820,"MARZO",1.0865,1.9398,2.2119
444,836,"MARZO",1.2731,2.1522,2.4031
445,841,"MARZO",1.2731,2.1522,2.4031
446,832,"MARZO",1.2731,2.1522,2.4031
447,840,"MARZO",1.2731,2.1522,2.4031
448,834,"MARZO",1.2731,2.1522,2.4031
449,882,"MARZO",1.0297,1.7503,2.0304
450,863,"MARZO",1.0865,1.9398,2.2119
451,1676,"MARZO",1.0865,1.9398,2.2119
452,887,"MARZO",1.0297,1.7503,2.0304
453,873,"MARZO",1.0865,1.9398,2.2119
454,898,"MARZO",0.9977,1.6071,1.7828
455,893,"MARZO",0.9977,1.6071,1.7828
456,907,"MARZO",0.9977,1.6071,1.7828
457,908,"MARZO",0.9977,1.6071,1.7828
458,902,"MARZO",0.9977,1.6071,1.7828
459,937,"MARZO",0.9977,1.6071,1.7828
460,959,"MARZO",0.9977,1.6071,1.7828
461,925,"MARZO",0.9977,1.6071,1.7828
462,943,"MARZO",0.9977,1.6071,1.7828
463,954,"MARZO",0.9977,1.6071,1.7828
464,978,"MARZO",1.0406,1.8158,2.0382
465,962,"MARZO",0.9554,1.6899,1.8999
466,963,"MARZO",1.0406,1.8158,2.0382
467,974,"MARZO",1.0406,1.8158,2.0382
468,977,"MARZO",1.0406,1.8158,2.0382
469,966,"MARZO",1.0406,1.8158,2.0382
470,991,"MARZO",1.0297,1.7503,2.0304
471,1003,"MARZO",1.0297,1.7503,2.0304
472,1020,"MARZO",1.0297,1.7503,2.0304
473,999,"MARZO",1.0515,1.6394,1.7803
474,1000,"MARZO",1.0297,1.7503,2.0304
475,1035,"MARZO",1.0814,1.9435,2.1952
476,1684,"MARZO",1.0814,1.9435,2.1952
477,1040,"MARZO",1.0814,1.9435,2.1952
478,1028,"MARZO",1.0814,1.9435,2.1952
479,1064,"MARZO",1.0814,1.9435,2.1952
480,1086,"MARZO",0.9554,1.6899,1.8999
481,2651,"MARZO",0.9554,1.6899,1.8999
482,2586,"MARZO",0.9554,1.6899,1.8999
483,2589,"MARZO",0.9554,1.6899,1.8999
